0,2.4,110,-0.3629,2.1371,2.2186,2.1222,2.0705
1,2.2,120,-0.6935,1.8065,1.7691,1.9462,1.7043
2,2.8,150,-0.4139,2.0861,2.0557,2.0534,2.1492
3,2.3,180,-0.5968,1.9032,1.9671,2.0579,1.6847
4,1.8,180,-0.9132,1.5868,1.6256,1.746,1.3889
5,1.8,180,-1.3086,1.1914,1.1075,1.1495,1.3171
6,1.4,180,-1.5102,0.9898,1.2039,0.929,0.8364
7,3.3,180,-0.2003,2.2997,2.4646,2.0549,2.3795
8,1.2,120,-1.2962,1.2038,1.1802,1.0573,1.3739
9,1.0,130,-1.5896,0.9104,0.9707,0.8138,0.9468
10,3.4,160,-0.064,2.436,2.2757,2.2032,2.8291
11,3.4,170,-0.1218,2.6218,2.3602,2.6991,2.8063
12,4.0,180,-0.2211,2.7211,2.7902,2.7383,2.6349
13,2.5,110,-0.3894,2.1106,2.2084,2.1208,2.0027
14,1.7,120,-1.0002,1.4998,1.529,1.4995,1.4708
15,3.6,150,-0.2905,2.7905,3.0385,2.6115,2.7214
16,2.7,100,-0.1259,2.3741,2.589,2.3598,2.1736
17,3.0,160,-0.1117,2.3883,2.2301,2.4447,2.4902
18,3.0,180,-0.209,2.291,2.3902,2.4116,2.0712
19,1.4,180,-1.3301,1.1699,1.1285,1.1703,1.2109
20,3.5,170,-0.8333,3.3333,3.5693,3.7379,2.6928
21,1.6,120,-1.0783,1.4217,1.3417,1.3931,1.5303
22,3.4,120,0.7924,3.2924,3.2367,3.3095,3.331
23,3.0,170,-0.0446,2.4554,2.5492,2.3974,2.4195
24,3.4,110,0.598,3.098,3.0798,3.1151,3.0991
25,4.0,170,0.7829,3.2829,3.2383,3.2932,3.3173
26,2.7,180,-0.4008,2.0992,2.3312,2.0154,1.951
27,3.7,130,0.8975,3.3975,3.447,3.3056,3.44
28,3.7,160,0.5314,3.0314,3.046,2.9275,3.1207
29,3.4,140,0.5114,3.0114,3.1333,2.9817,2.9193
30,3.5,160,0.4319,2.9319,3.0376,2.7941,2.964
31,3.1,110,0.5584,3.0584,2.9193,3.2112,3.0448
